,Tweet,Suicide
691,@idazz Even I can't run that far! Yet!,not suicide post
692,It's one of the perks of working for the NYSE Ger!,not suicide post
693,going back to straighten my hair download some nds roms first though,not suicide post
694,Fake news just went ballistic. Get ready.                                 You thought fake news was bad? Deep fakesâ¦ https://t.co/LnXcyfRktk,potential suicide post
695,"@HZilionis The thing to remember is, obsessing sucks up energy you could put into that new story! I say kick worry to the curb.",not suicide post
697,"@slxmdunk,United Kingdom,@Pamaj what hapens if i dont want to be here anymore?",potential suicide post
698,"@gcoakley13,,2nd is 'i dont want to be here anymore' by em too",potential suicide post
699,Damn I fucken hate shopping bc then I feel sooooo broke. Like I canât even enjoy myself anymore,potential suicide post
700,i am great and wonderful i am worth it except not enough to be anyones first choice everyone tells me how wonderful i am but not enough to be loved like i love others i put aside everything for people but i am too crazy to hold a job too nothing to be really loved i am not entitled and i dont even have the right to die on my own terms and i am an asshole for being angry about it for being upset that i am there when other people treat me like shit and cant be bothered wheni amhurt,potential suicide post
701,"why do i destroy all my opportunities? am i going to kill myself on accident? if i only get worse, does that mean aâ¦ https://t.co/Ur1sapAyLo",potential suicide post
702,@MonicaLewinsky @VanityFair Who cares? It happened and it is in the past. You have nothing to apologize for. Hillarâ¦ https://t.co/7hCvOUANCm,potential suicide post
703,@misspolyamory maybe more hugs is what i need,not suicide post
705,GOD FUCK IM A DUMB FUCKING IDIOT WHO CALLED OUT PERSONAL INSTEAD OF SICK GUESS WHOS GETTING THEIR THIRD REPRIMAND Sâ¦ https://t.co/r9W52o6LNY,potential suicide post
706,"@Wiggly I do I thank them for example when their code doesn't have many bugs, or when they make it easy for me to automate.",not suicide post
707,and that's why we are in the classrooms working with them. Right?,not suicide post
708,Like all I want to do is shove a knife into my fucking stomach I hate myself so god damn much,potential suicide post
709,@MiaMiaDC - Good morning!,not suicide post
710,i hate that iâm not okay. i hate that i fucking want to kill myself but donât bc i donât want to leave my family stâ¦ https://t.co/QKmnrE63Ea,potential suicide post
711,"@Sannymoorby,,Is it horrible of me that i want to commit #suicide, that i dont want to be here anymore",potential suicide post
712,@AuntieCelene I think I'm going to try making those newspaper thingies this year. Got a lot of herbs to grow!,not suicide post
713,Is on the train more shopping Yay,not suicide post
714,Gooooooood morning!,not suicide post
716,overwhelmed and enjoy it,not suicide post
717,@helloitsliam todd loves steps,not suicide post
718,@_aang21 I love you I love you ð¥â¤ï¸,not suicide post
719,Chillin with Lucy...beautiful day today,not suicide post
720,@maufeitioblog obviously,not suicide post
721,i wanna go to sleep forever and never wake up im so tired,potential suicide post
722,@danielhilton I know that's real. My bf fell asleep &amp; I'm editing video... XO,not suicide post
724,"@emwinward I hate myself, and my damn autocorrect ð",potential suicide post
725,is off to Dundrum with Martin,not suicide post
726,@lucyinglis I had to unexpectedly put down one of my rabbits last week and it hurts like hell. It's bad enough whenâ¦ https://t.co/txOkQtHTs4,potential suicide post
727,just got out of the shower. nothing says 'wake up' like body lotion in your hair,not suicide post
728,@samotage what was channel and time of prog politicians with no formal training bathe in SIMPLEXITY a la CNUTROY!!!!,not suicide post
729,after im gonna have a lok in d argos catalouge 4 summ bday pressies or look online,not suicide post
730,"is reading through some interesting articles on our own Extranet, surprisingly good stuff",not suicide post
731,@suitelifeofkell and then i stole that shirt. and sold it on ebay,not suicide post
732,@MissxMarisa Oh sounds like a top movie Really? I don't know who that is but they should hah.,not suicide post
733,Morninggggg how am i just up now when my alarm went off two hours a go...,not suicide post
734,@Schofe You too,not suicide post
735,I only have like few of thesis chapter to go and like its oso like already filled in but my lazy ass being extra daâ¦ https://t.co/6Y6UzBwbsR,potential suicide post
736,watching Arthur cos I'm way cool,not suicide post
737,RT @8BitSlothiness: @nickmon1112 Can this please be over with? I'm tired of everything from @discordapp to my coffee maker have a popup telâ¦,potential suicide post
738,"@juliankimmings My commiserations, is it as bad as I had heard it is?",not suicide post
739,Somebody just please kill me before my life gets any more stupid?,potential suicide post
740,"@jaredleto hey ho, jared! I'm vegan too...hope you're all right",not suicide post
741,Eating kebab in the sun. Sounds like a bad song title. Ha! That one too,not suicide post
742,Thanks @unltdworld and @danlehner for the Enternships.com plugs,not suicide post
743,"IVE LOST A LOT OF INTEREST IN NASCAR AND DONT THINK I WILL TWEET FROM HERE MUCH ANYMORE. IF YOU STILL WANT TO BE FRIENDS OR SOMETHING, YOU CAN FOLLOW MY LESS POPULAR TWITTER PAGE: @gutcheez. WE CAN BE FRIENDS THERE.",potential suicide post
744,wow i want to die! somebody fucking kill me! PLEASE! https://t.co/oyySkOcTE0,potential suicide post
745,@zergmoney tweet dreams,not suicide post
746,Playing the clarinet makes me happy,not suicide post
747,Found st thomas'and waiting,not suicide post
748,RT @MrEdTrain: #NeverForget who keeps you &amp; your family safe &amp; free ðºð¸ @USMC @USARMY @USNAVY @USAF @USCG https://t.co/z21HWgPaYn,not suicide post
749,RT @MileyCyrus: Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE madeâ¦,not suicide post
750,busy day...update tonight,not suicide post
751,Michael Jackson is a sad existance of a man.. I've already met Alanis so Prince is my last hope.. Keep The Faith..,not suicide post
752,@Starrybluesky Hello back at ya and Thank you!,not suicide post
754,"@JulieJoyce Sounds pretty fine to me and very pleased to hear that creepy is your cup of tea, too!",not suicide post
755,@xsophiejane malese answered my question on twitter! check it outt on malese her twitter it's about youu !,not suicide post
756,Wheat Thins and Diet Dr. Pepper = breakfast of champions...or people who wake-up late and grab the first thing they can find...,not suicide post
757,She was tired.,not suicide post
758,RT @ShorouqAD: Choose a job you Love and you will never have to work a day in your life. Happy future our amazing students,not suicide post
759,@brendonuriesays @trohman hope you guys have a safe flight,not suicide post
760,I think Iâm going to redecorate my living room but Iâm tired of moving stuff around,potential suicide post
